Position	Class	Ctcf	Dnase	H3k27ac	H3k27me3	H3k36me3	H3k4me1	H3k4me1_H3K4me3	H3k4me3	H3k4me3_H3k27me3	H3k79me2	H3k9ac	H3k9me3	H4k20me1	P300	Pol2	tss_Dist	CpGIsland	GC_content
chr5_170458792_170460097	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78167	0	0.3310
chr2_147172004_147173802	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421514	0	0.3759
chr12_111495397_111496252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23569	0	0.4070
chr1_91305562_91307215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3843	0	0.4355
chr9_85509632_85510687	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167356	0	0.3886
chr13_72333516_72334988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105919	0	0.3783
chr14_99466200_99467144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72057	0	0.4375
chr15_57426028_57426952	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3149
chr16_49735099_49736449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36962	0	0.4918
chr9_159657_160780	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867	0	0.3535
chr8_36957851_36958723	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30914	0	0.4151
chr20_2719208_2719789	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12547	0	0.5611
chr5_2112055_2113430	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143847	1	0.4487
chr18_76006820_76008476	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109597	0	0.4444
chr3_157882303_157883963	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36963	0	0.3367
chr3_157589226_157590363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105562	0	0.3280
chr2_164574007_164575458	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17036	0	0.3680
chr9_116726436_116727813	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62387	0	0.3957
chr9_23004730_23005789	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237556	0	0.3909
chr7_18885971_18887230	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3792	0	0.3907
chr2_172820365_172821314	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0.3382
chr2_146689050_146690099	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16392	0	0.3479
chr3_137185964_137186866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296712	0	0.4168
chr3_147801015_147802169	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5069	0	0.3960
chr3_180461825_180462874	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6162	0	0.3889
chr10_131400948_131402279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91422	0	0.3726
chr7_69702231_69703615	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78286	0	0.3988
chr12_16940708_16942322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	0	0.3996
chr2_157720628_157721586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284430	0	0.4112
chrX_139332133_139333376	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33176	0	0.4207
chr8_92824759_92826618	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93063	0	0.3797
chr1_97610491_97611741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49012	0	0.3872
chr10_120074039_120075696	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3040	0	0.3349
chr2_144103882_144105644	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87188	0	0.3632
chr6_97544611_97545759	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64162	0	0.4094
chr4_54961998_54962796	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2893	0	0.4172
chr18_45087290_45088074	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12892	0	0.4642
chr4_85245591_85246555	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31025	0	0.4595
chr5_91298184_91298993	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79420	0	0.3597
chr4_54881222_54882455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17342	0	0.3576
chr20_20472953_20474200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111856	0	0.3744
chr11_15587041_15588314	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12640	0	0.4673
chr5_170471253_170472370	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90628	0	0.2641
chr8_53166730_53167836	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4484
chr7_21084342_21085460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209292	0	0.3864
chr2_105132815_105133830	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5847	0	0.3556
chr14_36933150_36934532	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12301	0	0.3625
chr1_3190581_3191428	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35232	0	0.4474
chr4_84700011_84701265	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47102	0	0.4433
chr7_113793545_113794562	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65324	0	0.3421
chr19_30574387_30575360	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53563	0	0.4224
chr9_84009516_84010866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217571	0	0.4111
chr10_130366868_130368005	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248389	0	0.5171
chr3_157903310_157904642	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16284	0	0.3160
chr8_78042571_78044201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129290	0	0.3478
chr10_78390590_78391875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69837	0	0.4233
chr7_13450920_13451719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46245	0	0.3692
chr9_84946893_84948036	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54929	0	0.3980
chr5_3197865_3198942	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19656	0	0.4252
chrX_136316806_136317871	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202972	0	0.3981
chr13_106015598_106016927	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101288	0	0.3762
chr1_163441941_163442842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131896	0	0.4339
chr1_63665219_63666122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36911	0	0.3842
chr9_81823297_81824667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62707	0	0.3686
chr7_26524662_26525636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44783	0	0.3952
chr8_77690683_77691779	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0.3886
chr18_77010009_77010795	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4061	0	0.3994
chr17_59893119_59894141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35480	0	0.3659
chr2_60352514_60353602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25178	0	0.4191
chr12_16170590_16171824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32484	0	0.2982
chr7_9271308_9272358	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504592	0	0.38
chr9_84978274_84979131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40971	0	0.4049
chr5_158143424_158144725	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8406	0	0.3474
chr7_14379627_14380740	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70800	0	0.3495
chr18_72567672_72569282	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19871	0	0.3645
chr15_36964819_36966098	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3520	0	0.3784
chr15_38159507_38161007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53132	0	0.4146
chr2_67281257_67282540	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13579	0	0.4146
chr8_37495309_37496204	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11917	0	0.4268
chr2_59540640_59541937	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63832	0	0.3901
chr4_66989480_66990366	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120481	0	0.3950
chr10_118854124_118855243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30854	0	0.3628
chr4_14268833_14269924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31960	0	0.3996
chr3_137638911_137640108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77468	0	0.3767
chr7_20832628_20833902	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6122	0	0.4262
chr4_42150091_42151064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3831	0	0.3196
chr16_51491799_51493025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101355	0	0.4192
chr18_36763763_36764791	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155811	0	0.3570
chr9_13750115_13751398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176571	0	0.4162
chr5_87083012_87084752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53925	0	0.3563
chr11_31989173_31990022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72772	0	0.4028
chr19_30747057_30748648	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27434	0	0.3928
chr11_31502035_31503157	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	27953	0	0.3003
chr3_71034389_71035430	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18885	0	0.3602
chr6_50685244_50686237	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3685
chr2_105697211_105698158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10397	0	0.4276
chr11_121799771_121801171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139693	0	0.4628
chr1_88615687_88616927	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244289	0	0.3596
chr13_71533037_71534195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55077	0	0.3445
chr11_16311593_16312881	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37510	0	0.3322
chr4_181201559_181202529	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477662	0	0.3474
chr8_76960017_76961714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354518	0	0.3335
chr12_24233884_24235634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129917	0	0.3611
chr8_99428481_99429432	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9817	0	0.4521
chr8_100680409_100681809	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51286	0	0.3742
chr13_78976015_78977338	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124365	0	0.4066
chr2_236962599_236964857	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13204	0	0.4534
chr17_2081998_2084289	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5525	0	0.5058
chr7_70103123_70104331	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55527	0	0.4197
chr4_112668302_112669915	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54041	0	0.3967
chr4_111669259_111671168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44390	0	0.3541
chr1_209989050_209989824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9584	0	0.5103
chr18_63078262_63078839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12409	0	0.2824
chr5_91442456_91444549	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50804	0	0.3760
chr2_175203263_175204895	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	1	0.3780
chr7_114299711_114302078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31098	0	0.3333
chr2_60761404_60763073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0.3948
chr7_114326912_114329772	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58299	0	0.3321
chr12_103484342_103485519	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60100	0	0.3653
chr2_105317580_105319856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0.4345
chr5_91970162_91972034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3170	0	0.3653
chr9_83412700_83413972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72238	0	0.3891
chr2_59304974_59306893	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137949	0	0.3741
chr6_97754043_97755513	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0.3489
chr12_17848111_17849347	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105184	0	0.3867
chr4_113442390_113443530	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5061	0	0.4640
chr9_128869446_128870934	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49587	0	0.4758
chr2_105516737_105518490	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27683	0	0.4295
chr12_17311784_17313759	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372088	0	0.3741
chr12_103406124_103408154	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53935	0	0.5024
chr7_114142132_114143527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75562	0	0.3369
chr1_38712075_38713517	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31635	0	0.5027
chr9_82681268_82682692	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35774	0	0.4080
chr10_102244842_102246334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3594	0	0.4932
chr7_20997668_20999102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122618	0	0.3716
chr18_76461276_76462723	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93949	0	0.3586
chr18_52699870_52701226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73130	0	0.3466
chr9_128919674_128920432	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99815	0	0.5277
chr9_128645462_128647097	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39448	0	0.3669
chr7_20838843_20840395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12337	0	0.3311
chr18_75496338_75498507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161830	0	0.4149
chr5_158486120_158487498	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13304	0	0.3026
chr5_92312840_92314645	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37541	0	0.3789
chr18_22744668_22746270	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109104	0	0.3976
chr9_128516934_128518372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5724	0	0.3011
chr1_39192609_39194134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119612	0	0.4242
chr10_119309200_119310544	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4620	0	0.4642
chr6_98074091_98075722	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74434	0	0.3654
chr5_92031088_92033197	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7126	0	0.3603
chr9_82010246_82011547	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135689	0	0.3827
chr20_37876814_37877600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23422	0	0.5381
chr3_147125146_147126336	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0.4436
chr5_92314781_92316083	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39482	0	0.3694
chr4_109531908_109533465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8086	0	0.3635
chr6_18536628_18538267	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148883	0	0.4057
chr18_76481722_76483257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73415	0	0.4273
chr5_92613862_92616844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141275	0	0.3759
chr2_58975738_58977115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174621	0	0.3260
chr2_58799729_58800607	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51841	0	0.4020
chr5_92141511_92143537	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18424	0	0.3213
chr7_114261073_114263089	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5523	0	0.3392
chr6_98902034_98904516	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101793	0	0.3517
chr11_31816452_31818421	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0.4514
chr6_99089361_99091043	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83051	0	0.3822
chr20_39334182_39335059	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6925	0	0.4937
chr3_71153556_71155053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24935	0	0.3901
chr2_103792328_103793819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4319
chr6_41560717_41562075	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22805	1	0.5427
chr9_128522875_128525442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11665	0	0.3245
chr1_88686076_88687740	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314678	0	0.3840
chr5_91940922_91942042	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33162	0	0.3357
chr2_103909358_103911221	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116639	0	0.4138
chr12_103371347_103372610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19158	0	0.4299
chr3_148006499_148007810	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7821	0	0.3447
chr5_158508842_158510137	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8039	0	0.3791
chr9_84167351_84168176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60261	0	0.4096
chr2_59476604_59477955	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4182
chr12_103345263_103346680	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0.4276
chr5_158517785_158518914	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4464	0	0.3746
chr6_98829860_98831049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167300	0	0.3734
chr5_157589029_157590477	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11926	0	0.4302
chr2_105032493_105034445	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2026	0	0.4579
chr2_60855056_60856888	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74353	0	0.4268
chr2_104285458_104286792	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199354	0	0.3478
chr7_21019551_21021200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144501	0	0.4214
chr3_71573607_71574540	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18168	0	0.3654
chr14_57419008_57421445	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58579	0	0.3820
chr14_53833457_53836210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3745
chr2_58859997_58861674	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112109	0	0.3178
chr5_92219848_92221133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54165	0	0.3758
chr1_88025863_88027203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188524	0	0.4111
chr9_82590314_82593174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52319	0	0.4237
chr14_36973775_36974585	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7790	1	0.4148
chr14_29743374_29745881	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77127	0	0.3454
chr18_22235986_22237388	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4315
chr5_92526066_92527353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121690	0	0.3776
chr5_92634702_92636476	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121643	0	0.3889
chr3_147378547_147380603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152819	0	0.3540
chr2_58748340_58750140	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0.3905
chr2_105300344_105301657	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18558	0	0.3419
chr18_22616831_22618682	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16881	0	0.3938
chr2_59178992_59180242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27255	0	0.324
chr1_163507965_163509139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197920	0	0.3790
chr18_75569573_75570862	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113636	0	0.4809
chr5_50390899_50392257	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124897	0	0.3468
chr21_34290782_34292115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39080	0	0.4193
chr1_164805507_164806794	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7834	0	0.3931
chr7_114463797_114464462	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97746	0	0.3428
chr1_88535719_88538390	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164321	0	0.3672
chr2_59102071_59103380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48356	0	0.4278
chr1_164604141_164605474	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3923	0	0.4673
chr3_147802357_147803586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6411	0	0.3572
chr20_21488551_21490021	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2063	1	0.5727
chr5_158017768_158019067	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105460	0	0.4218
chr2_103538361_103539868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26180	0	0.3775
chr7_42252831_42254560	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12760	0	0.3840
chr1_88065041_88066530	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227702	0	0.3814
chr14_57430887_57432346	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70458	0	0.3872
chr6_98212329_98214701	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47255	0	0.3435
chr3_147651676_147653436	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4354	0	0.3482
chr7_21080801_21082086	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205751	0	0.4046
chr5_91271776_91272886	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105527	0	0.3531
chr6_98504034_98506058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117369	0	0.3339
chr10_119589659_119591176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4561
chr8_64564272_64565973	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51340	0	0.3550
chr16_10319829_10320876	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43217	0	0.4326
chr2_67052101_67052901	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78666	0	0.4437
chr13_112268067_112269088	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19711	0	0.4289
chr1_218207432_218208498	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2255	0	0.3527
chr9_98257859_98259405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0.4087
chr22_28238313_28239718	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16885	0	0.5024
chr2_19774115_19776218	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98904	0	0.3922
chr20_10793183_10794439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47248	0	0.4116
chr16_52468529_52471762	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7876	0	0.3637
chr6_112822313_112826325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19474	0	0.3606
chr2_104667872_104670648	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3948
chr21_17681162_17682802	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	0	0.3841
chr6_9095334_9096985	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65025	0	0.4173
chr3_62405817_62408099	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15266	0	0.4531
chr8_77598007_77600645	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1991	0	0.3665
chr10_124827454_124829734	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15177	0	0.4074
chr15_97128054_97130294	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135982	0	0.4062
chr5_50467950_50469989	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201948	0	0.3477
chr1_198263562_198265742	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16728	0	0.3444
chr8_59941214_59943636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35716	0	0.3509
chr9_133353647_133355097	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1711	0	0.5724
chr8_28370867_28371860	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19094	0	0.3293
chr13_35772272_35774420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128183	0	0.3156
chr13_36072914_36075972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22028	0	0.3744
chr10_37054745_37057224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171812	0	0.3844
chr6_22148574_22151387	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	0	0.3839
chr7_34097962_34100011	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6832	0	0.4328
chr9_92292484_92293889	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22676	0	0.5181
chr6_20867105_20870529	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66179	0	0.3624
chr12_97468703_97471089	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50904	0	0.3964
chr5_107299863_107302976	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247320	0	0.3520
chr2_50840428_50844037	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3153	0	0.3660
